label,duration,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,file,strain
flat,0.0199,42900,42900,42400,42400,42900,42900,42400,42400,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42900,42400,42400,42400,42400,42400,42400,42400,42400,42400,42400,,T0000152,SD
flat-mz,0.1418,34100,35100,35600,36100,36100,36600,36600,36100,36600,36600,36600,36600,36600,36100,36100,36100,36100,36100,35600,36100,35600,35600,35600,,,35600,36100,36100,36100,36100,36100,36100,36100,,39000,39000,39000,,39500,39500,,,,,36100,35600,35100,34600,34600,34600,T0000152,SD
flat,0.0768,35600,36100,36600,36600,37100,37100,37100,37500,37500,37500,38000,38000,38000,38000,38000,38500,38000,38000,38000,38000,38000,37500,37500,,,,,37100,37500,37500,37500,37500,37500,37500,37500,38000,37500,38500,38500,38000,,,,,,,37500,,,,T0000152,SD
flat,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101500,101500,,,,,,,,,,,,,,T0000152,SD
step down,0.0399,78600,78600,79100,80000,,79500,,,,,,,,41900,42400,42400,42900,43400,43400,43400,43900,43900,43900,43900,43900,43900,43900,43900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,44400,43900,43900,43900,44400,43900,43400,43400,T0000152,SD
flat,0.0348,,,,,,,,47300,47300,48300,47800,,,,,29700,,48800,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,,49800,48800,48800,,,,T0000152,SD
flat-z,0.0568,44400,43900,44400,43900,43900,43900,43900,43900,43400,43900,42900,42400,42900,42400,42400,42400,37500,38000,38000,38000,37500,,,37500,37500,,,,,37500,38000,38000,38000,37500,37500,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,38000,37500,37100,37100,,T0000152,SD
step down,0.0675,67800,67800,68300,67800,67800,,65900,,,,,,,,,,,,,,,,,37500,38000,38000,,,,,41500,41500,41900,41500,41000,41000,41500,,,37500,,,37100,37100,37500,37100,,37100,,,T0000152,SD
step down,0.0445,69800,69800,70800,70300,70800,70800,,72700,72200,,72200,72700,72700,,74700,75600,75100,76100,76100,76600,76600,77100,77100,77100,77600,77600,77600,77600,77600,77600,77600,77600,77600,77100,,77600,76600,76600,45800,46300,46300,46300,46300,46800,46800,47300,47300,47300,47300,47300,T0000152,SD
step down,0.0455,62000,62500,62900,63400,63900,63900,64400,64400,,42400,,43400,43900,43900,43900,43900,,,43900,43900,44400,44400,44400,44400,44400,44400,44400,43900,43900,44400,43900,43900,43400,43400,43400,43400,42900,42900,42900,42900,42400,42400,41900,40500,40000,40000,39500,39500,39500,39000,T0000152,SD
complex,0.0332,47800,47300,47300,47300,47300,47800,,,,,,,,,,,,,,,,,,,,,,,,,,,51200,51700,51700,52200,52700,53200,53200,53200,53200,53200,52700,52700,51700,50700,49800,49300,,,T0000152,SD
flat-z,0.045,,,,41000,41000,41000,40500,41000,41000,41000,40500,,40500,40500,40500,40500,40000,40000,40000,40000,40000,39500,39500,,,,27800,36100,36100,36100,36100,35600,35600,35600,35600,35600,35600,35600,35600,35600,36100,,,35600,36100,36100,36100,35600,35100,,T0000152,SD
flat,0.0209,37500,37500,37500,37500,,,,,,,,,,,38500,38000,38000,38000,38000,38000,38500,38500,38000,38000,,,,,,,,,,,,,,,38500,38500,,,,,,,,,,,T0000152,SD
flat,0.0281,67800,,,,,68300,68300,68800,68800,69300,69300,,68800,,,,,,,69300,70300,69800,69300,69300,69800,70300,70300,70300,70300,70300,70800,70300,70800,70800,70800,70800,70800,70800,70800,70800,,,,70800,70800,70800,70300,70300,,,T0000152,SD
step down,0.0394,68300,68300,68300,68300,68300,68300,68300,67800,67300,66800,66800,66800,66400,66400,66400,66400,66400,65900,65900,65900,,,,,,,,,,,43400,42400,42900,42900,42900,43400,43400,44400,44400,44400,44400,44400,44400,44900,45400,45400,45400,45400,,,T0000152,SD
upward ramp,0.0168,46800,46800,46800,47300,47300,47300,47300,47300,47800,47800,47800,47800,48300,48300,48300,48800,48800,48800,48800,48800,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,,,,,,49300,49800,49800,50700,50700,50700,50200,50200,50200,50200,50200,50200,50700,,,T0000152,SD
upward ramp,0.0332,46800,46800,48300,48300,47800,48300,48800,49800,49800,49800,50200,50200,50200,50700,50700,50700,50700,50700,50700,51200,51200,51200,51700,51700,51700,52200,52200,52200,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52700,52200,52200,52200,52200,52700,52700,52700,T0000152,SD
complex,0.0291,46300,46800,46800,47800,47800,47800,48300,48800,48800,49300,48800,48800,48800,48300,47800,47300,46800,46800,46800,,,,,,,,,,,,,,,,45400,45800,46300,46300,46300,46800,46800,47300,47300,47800,47800,48300,48300,48300,48300,48300,T0000152,SD
short-c,0.0102,68800,68800,68800,68800,68800,69300,69300,69300,69300,69300,69800,69800,69800,69800,69800,69800,69800,69800,70300,70300,70800,70800,70800,,,70300,70300,70800,70800,70800,,,70800,70800,70800,71700,71700,70800,70800,70800,71200,71200,70800,70800,70800,70800,70800,70300,70300,69800,T0000152,SD
step down,0.0368,65900,66800,66400,67800,67300,67800,68300,68300,68800,68300,68800,68800,68800,68800,68800,68300,68300,68300,68300,68300,67800,,,67300,67800,67800,68300,,,,,,,,,,,,,,,,44400,45400,44900,44900,44400,44900,44400,,T0000152,SD
short,0.0092,,,,44900,44900,44900,45800,45800,45800,45400,45400,45400,45400,45400,45400,45400,45400,,,,44900,44900,,,,,,,,,,,,,,,45800,45800,45800,,,,,,45800,45800,45800,,,,T0000152,SD
flat,0.0148,,,68800,68800,69800,69800,69300,69300,69300,69300,69300,69300,69300,69300,69300,69300,,,,,,,,,69300,69300,69300,69300,69300,69800,69800,70300,70300,69300,69300,69300,,,,,,,,,,,,,,,T0000152,SD
short,0.0107,48300,48300,48300,48800,48800,48300,48300,48800,48800,48800,49300,49300,49300,49300,49800,49800,49800,49800,49800,50200,50200,50200,50200,50200,50200,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51700,51700,,,,T0000152,SD
flat,0.0481,,,,,,,,,,,,,48800,48800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,48800,48800,48800,48300,48800,48300,48300,48300,47800,,46800,46800,46800,46300,45800,46300,45400,,,,,T0000152,SD
flat,0.1003,45800,46300,,,46300,,46300,46300,,,45800,45800,45400,45400,45800,45400,,,,,,,,,,,,,,,,45800,45400,44900,,44900,44900,,44400,45400,,,,,44900,,,,43900,,T0000152,SD
flat,0.0701,33600,,47300,47800,47800,47800,47800,47800,47800,47300,47300,47300,46800,46800,46300,46300,46300,45800,45800,45800,45800,45400,45400,45800,45800,45800,45800,45800,45800,45800,45400,45800,45400,45400,45400,45400,45400,45400,44900,44400,44400,44900,44900,44900,44900,44900,44400,43900,43900,43400,T0000152,SD
flat,0.0583,,,46800,46800,,,46800,46800,47800,46800,46800,46800,47300,47300,46800,46300,46800,46800,46800,46300,46800,46800,46800,46300,46300,46300,,,46300,46300,47300,46800,47300,46800,46800,46300,47300,46800,47300,47300,46800,46800,46800,46800,46300,46300,,,,45400,T0000152,SD
flat,0.0757,45800,,,,,,46300,45800,,46800,45800,45800,,45400,45800,45400,,,,,,,44900,44400,44400,44400,44400,44400,44400,44400,44400,44400,44900,44400,44400,44900,45400,45400,45400,45800,46300,46300,46300,46800,46800,46300,46300,45800,45800,45400,T0000152,SD
complex,0.0599,47800,47800,48300,48300,48800,48800,48800,49300,49300,49800,49800,49800,49800,49800,49300,49300,49800,49800,49800,49800,49800,49300,49300,49300,49300,48800,48800,48800,48300,48300,48800,48800,48800,48800,48800,48800,49300,48800,48800,48800,47800,47800,47800,46800,45800,45400,45400,45400,44900,,T0000152,SD
flat,0.0972,45400,46800,47300,47300,,47300,47800,47800,47800,47800,47300,46800,46800,46800,46800,46800,46800,47300,47300,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,46800,46300,46800,46800,46800,46300,46300,46800,46300,46300,45800,45800,45800,46300,46300,46300,46800,47300,46800,46300,,T0000152,SD
complex,0.0609,,44900,44400,44900,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,46300,46300,46300,46800,46800,46800,46800,46300,46800,46800,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,,,47800,48300,48800,49300,49300,49300,48800,47800,47800,46300,45400,44900,,T0000152,SD
complex,0.0619,,,45800,46800,46300,46300,,46300,46300,46800,46800,47300,47300,,,,,,,,,48800,47800,,,,,,,,,,,,45400,,,44900,44900,45400,44900,44900,45400,45800,45800,46300,46300,,46300,46300,T0000152,SD
flat,0.0819,45400,45800,45800,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45400,45400,44900,44900,44900,44900,45400,44900,45400,45400,45400,45800,,,45800,45800,45800,45800,45800,45800,45800,45800,45800,45800,,,,,,46300,46800,47300,47300,48300,,48300,48300,T0000152,SD
inverted-u,0.0128,72200,72200,72700,72700,73700,73700,73700,73700,73700,73700,73700,73700,74200,74200,74700,74700,74200,74200,74200,74200,75100,75100,74700,74700,74700,74700,74700,74700,74700,74700,75100,75100,75100,75100,74700,74700,74700,74700,74700,74700,74200,74200,74200,74200,73700,73700,74200,74200,73700,,T0000152,SD
step down,0.0281,68800,69300,,,72200,71700,73200,72700,72700,,74200,,,,,,,,48300,,48300,,48800,49300,50200,50200,51200,51200,50700,50700,,50700,51200,51200,51200,51200,51700,51700,51200,51200,51200,50700,51200,50700,50700,50700,50200,49800,49300,,T0000152,SD
inverted-u,0.0307,46300,46300,46300,,47800,47800,47800,48300,48800,48800,48800,,49800,49800,,,50200,50700,50700,50700,,,51200,,,53700,53200,54100,54100,54600,55100,55100,55600,55600,56100,56100,56100,56100,56100,56100,55600,55600,55600,55100,55100,55100,55100,,,,T0000152,SD
step down,0.1024,69800,70300,,,,,,,48300,49800,50200,50700,51200,51700,52700,,52700,53200,53200,53200,53200,53200,53200,53200,52700,50700,,,,,40000,40500,40500,,,45400,47800,48300,51700,52200,52700,53200,53200,53200,52700,51200,50200,49800,46300,,T0000152,SD
inverted-u,0.0394,47800,47800,48800,48800,49300,49300,49800,50700,51200,51700,,51700,51700,51700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,51700,51200,51200,51200,51200,50700,50200,49300,48300,,47300,47300,,T0000152,SD
inverted-u,0.0204,46800,46800,47300,48300,48300,48800,48800,48800,49300,49300,49800,49800,50200,50700,50700,51200,51200,51200,51200,51700,51700,51700,51700,51700,51700,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,51700,51200,50200,T0000152,SD
step down,0.0168,68800,68800,68800,69300,69300,69800,,,,,,,,,,72200,72200,,73200,73200,73700,74200,74200,74200,74200,74200,74200,74200,74200,74700,74700,74700,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,75100,47300,47300,47300,47300,47300,T0000152,SD
short,0.0051,,,,,,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46300,46300,46300,46300,46300,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,46800,,,,,,T0000152,SD
short,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,75600,75600,75600,75600,75600,75600,75600,75600,,,,,,,,,,,,,,,,,,T0000152,SD
step down,0.0373,,,,,,,,,,,,,,,,,,,,,,,48300,48800,48800,48800,49300,48800,49800,49300,48800,48800,48800,49800,48800,,,,,47800,47800,47300,47300,47300,47300,47300,47300,46800,46300,,T0000152,SD
flat,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74700,74700,74200,74200,74200,74200,74200,75100,75100,74200,74200,T0000152,SD
short,0.0076,,,,,,,,,,,51700,51700,51700,51700,51200,51200,51200,51200,51200,51200,,,,34600,34600,34600,34600,,,,,,,,,,,,,,51700,51700,51700,51700,51700,51700,51700,51700,51700,51700,T0000152,SD
short,0.0061,,,,,,,,,,,,,,72700,72700,72700,72700,72700,72700,72700,72700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,,,,,,,,,,T0000152,SD
inverted-u,0.022,74700,74700,74700,74700,75100,76100,75600,76100,76600,76600,,77600,,,,,,,,,,,,81000,81500,81500,81500,81500,81500,,,,,,,,,,,,,,,,,,,,,,T0000152,SD
short,0.0051,47800,47800,47800,47800,47800,47800,47800,47800,47800,47800,48300,48300,48300,48300,48300,47800,47800,47800,47800,47800,48300,48300,48300,48300,48300,48300,48300,48300,48300,48300,,,,,,48800,48800,48800,48800,48800,,,,,,,,,,,T0000152,SD
step down,0.0568,65400,66400,66400,,,,,,,,,47300,47800,,,,49300,49300,,48800,,,49300,,49300,49300,49300,49800,49300,49300,49300,49300,49800,48800,48300,48300,48300,47800,47800,47300,47300,47300,46800,46800,46800,46800,46800,46800,46300,45800,T0000152,SD
short,0.0035,,,,,,,,,,,,,,,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,73700,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74200,74700,T0000152,SD
flat,0.0363,46300,45400,45800,45800,46300,46800,46800,47300,47800,47800,47800,47800,48300,48300,48300,48300,48300,48300,,48300,48800,48800,49300,49300,49300,49300,49300,49300,49300,49300,49800,49800,49800,49800,49800,49800,49800,49800,49300,,48800,48800,48800,48800,48800,48300,48300,47800,,47300,T0000152,SD
short,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48800,T0000152,SD
flat,0.0353,49300,49300,49800,50200,50200,50700,50700,50700,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51200,51700,51700,51700,51700,51700,51700,51700,52200,52200,52200,52200,52200,52700,52700,52700,52700,52700,52700,52700,53200,53700,53700,T0000152,SD
short,0.0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000152,SD
flat,0.0307,46800,46800,46800,47300,47300,46800,48800,48800,48300,48800,48800,49300,49300,49300,49800,49800,49800,49800,50200,49800,49800,49800,49800,50200,50200,50200,50200,50200,50200,50200,50200,50200,49300,50200,49800,49800,49800,49300,49300,49300,49300,48300,48300,48300,47800,47800,46800,46800,46800,46300,T0000152,SD
short-ur,0.0061,47300,47300,47300,47300,47300,,,,,,,,,,,,,50200,50200,50200,50200,50700,50700,50700,50700,50700,50700,50700,50700,50200,50200,50200,50200,50200,50200,50200,50200,,,,,52700,52700,52700,52700,52200,52200,52200,52200,52700,T0000152,SD
short,0.003,,,,,,,,,,71700,71700,71700,71700,71700,71700,71700,71700,72200,72200,72200,72200,72200,72200,72200,72200,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71700,71200,T0000152,SD
flat,0.0496,48300,,,48800,48800,49300,49300,49300,49300,49800,49800,49300,49800,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,49300,48800,48800,48800,48800,48800,48300,48800,48300,48800,48800,48800,48800,48800,48800,48300,47800,47300,T0000152,SD
flat-mz,0.0911,39000,40000,40500,43900,44400,44400,44900,44400,44400,44400,43900,43900,43400,43400,43400,43400,42900,42900,42400,42400,42900,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,38500,38500,38000,38000,37500,38000,37500,37500,38500,38000,38000,37500,38000,37500,38000,38000,,T0000152,SD
multi-step,0.0332,66800,66400,66400,67300,67300,67300,67300,,67300,,,,,,45800,45800,45800,45800,46300,46800,46800,46800,46800,46800,46300,46300,46300,45800,45800,45800,45800,45800,45800,45400,45400,45400,45400,44900,44900,44900,44400,44400,,,,65400,64900,,,,T0000152,SD
flat,0.0235,,,,,,,43900,43900,43900,43900,43900,,,,,,,,,,,,43400,43400,43400,43400,43400,43400,43400,43400,43400,43900,43400,43400,43400,43900,42900,,,,,,,,,,,,43900,,T0000152,SD
flat,0.1397,46800,47300,47800,47300,46800,47300,47300,47800,48300,47300,,,,,,,,,,,,,,,,,,,46800,47800,47300,47300,,,,47300,,,,,,,,,48300,,,,,,T0000152,SD
flat,0.0163,,,,,,,,,,,,,,,47300,47300,47800,47800,47800,47800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000152,SD
flat,0.0225,43400,43400,43900,43900,44400,44400,44400,44400,44400,44400,44400,44900,44400,44900,45400,45400,45400,44900,45400,45400,45400,45400,45400,45400,45400,45400,45400,45800,45800,45800,45800,45800,45800,45800,45800,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,46300,T0000152,SD
flat,0.0773,44900,44900,45400,45400,,,,,45800,45400,,,45400,45400,44900,,44400,43900,44400,43400,43900,43400,43400,,,42400,43400,,,,42400,42400,43400,42900,,,,,42900,,,,,,,,,43400,43900,,T0000152,SD
flat,0.0399,,,44400,,,,,,45400,46300,46300,45800,,,,,,,,,,,,45400,45800,45400,45400,,45400,44900,44900,45800,45400,,44900,45800,45800,45400,,,,,,,44900,44400,43900,,,,T0000152,SD
flat,0.0558,,50700,50200,50700,50700,51200,50700,51700,50700,50700,51700,51200,51700,51700,51700,51700,51700,51700,52200,51700,52200,52200,52200,52200,52200,52200,52200,52200,51700,51700,51700,51700,51700,51700,51700,51700,51200,51200,51200,51200,51200,51200,50700,50700,50700,50700,50200,50200,49800,,T0000152,SD
flat,0.0163,47300,47300,47300,47300,,47300,47300,48300,48300,48300,47800,47300,47300,47800,47800,47800,47300,47800,47800,,46800,46800,46300,46800,46800,46800,46800,46800,46800,46800,46800,46300,46300,46800,45800,45800,44900,44400,44400,,,,,,,,,,,,T0000152,SD
flat,0.022,43400,43400,,44900,,44400,,44900,44900,44900,44900,45400,45400,45400,45400,45800,46300,46300,45800,45800,,,,,,,,,,,,,,,,46800,46800,46800,46800,46300,46300,46300,45800,,44900,45800,45800,44900,44900,44900,T0000152,SD
flat,0.0296,46300,45800,45800,47300,46800,47300,47800,47800,47800,47800,47800,47800,47800,47800,47800,48300,48300,48300,47800,47800,47800,47800,47800,47800,47300,47300,47300,46800,46800,46800,46800,46300,46300,46300,46300,46300,46300,46300,45800,45800,45800,45800,45800,45800,45800,45800,45800,45400,45400,44900,T0000152,SD
flat,0.0849,,,,44400,44900,45400,44900,45400,44400,44400,,43900,43900,,,,43400,,44400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T0000152,SD
flat,0.0281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45800,46300,46300,46300,46300,45800,45800,46300,45800,45800,45800,45800,45400,45400,45400,45400,45400,45400,44900,T0000152,SD
flat,0.0716,,,,43900,,,,,,42900,,,,,42400,42400,42400,42400,42400,42400,42400,42900,41900,41900,41900,41900,41500,41500,41500,41000,41500,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,41000,,T0000152,SD
short,0.0061,,,,,,54600,54600,54600,54600,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,55100,54600,54600,54600,54600,55600,55600,55600,55600,,,,,,,,,,,,,,T0000152,SD
flat,0.0179,,,,,,,,,,,,,,,,,,,,49800,49800,49800,49800,49800,49800,49800,49800,50200,50700,50700,50700,,,,49800,50700,50700,,,,,,,,,,,,49800,,T0000152,SD
flat-mz,0.1305,,,46800,47300,,,,,,,,,46300,,40500,,22900,,,,,,,,,,,,,,,,45400,,45400,,,,44900,44400,44400,,,,,,,,,,T0000152,SD
flat-z,0.0337,,,,,,,,,,,,,,,,46300,47300,46800,46800,46800,46800,46800,46800,46300,46300,46800,45800,45800,45800,,45800,46300,45800,45800,40000,,,,,,,,40500,39500,39500,39500,40000,,,,T0000152,SD
flat-mz,0.1781,39000,39500,39500,39500,39500,39500,39500,,40000,40000,,,46800,47300,,,,,,,,40500,40000,41000,,,38500,38000,37500,37500,37500,37500,37500,37500,37100,37100,37100,37100,36600,36600,,,,,,36600,,37500,37100,,T0000152,SD
flat,0.0501,,,,,,,,,,,,,38000,,,38000,38000,38000,38500,38000,38000,38000,38500,38000,38000,38000,38500,38000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,39000,39000,38500,38500,,38500,38000,,,,T0000152,SD
flat-z,0.0645,43400,42900,42900,42900,46800,46800,,40000,39500,39500,39000,39500,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,39000,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,38500,,,,T0000152,SD
short,0.0056,54600,54600,54600,54600,54600,54100,54100,54100,54100,54100,54100,54100,54100,54100,54600,54600,54600,54600,54600,54600,54600,54600,54600,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,54100,53700,53700,53700,53700,53700,53700,53700,53700,53700,,,,,,T0000152,SD
